Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B10 Arson,B19 Other fire related offences,11,5.6,17.2
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B21 Criminal damage,147,74.7,230.0
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B22 Graffiti,52,26.4,81.4
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B29 Other property damage offences,6,3.0,9.4
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,73,37.1,114.2
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,2.0,6.3
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,84,42.7,131.4
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,50,25.4,78.2
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,125,63.5,195.6
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,319,162.0,499.1
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B43 Steal from a retail store,115,58.4,179.9
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,15,7.6,23.5
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,79,40.1,123.6
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B49 Other theft,230,116.8,359.9
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,8,4.1,12.5
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,69,35.1,108.0
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B54 State false information,3,1.5,4.7
2025,March,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B59 Other deception offences,1,0.5,1.6
2025,March,Banyule-Nillumbik,Nillumbik,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3,1.5,4.7
2025,March,Banyule-Nillumbik,Nillumbik,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,0.5,1.6
2025,March,Banyule-Nillumbik,Nillumbik,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,4,2.0,6.3
2025,March,Banyule-Nillumbik,Nillumbik,C Drug offences,C30 Drug use and possession,C32 Drug possession,80,40.6,125.2
2025,March,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,20,10.2,31.3
2025,March,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,22,11.2,34.4
2025,March,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,1.0,3.1
2025,March,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,10,5.1,15.6
2025,March,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,2,1.0,3.1
2025,March,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,9,4.6,14.1
2025,March,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,27,13.7,42.2
2025,March,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.5,1.6
2025,March,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,32,16.3,50.1
2025,March,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,4,2.0,6.3
2025,March,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,306,155.4,478.8
2025,March,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,56,28.4,87.6
2025,March,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,5,2.5,7.8
2025,March,Banyule-Nillumbik,Nillumbik,F Other offences,F20 Transport regulation offences,F21 Public transport,3,1.5,4.7
2025,March,Banyule-Nillumbik,Nillumbik,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,4,2.0,6.3
2025,March,Banyule-Nillumbik,Nillumbik,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,0.5,1.6
2025,March,Banyule-Nillumbik,Nillumbik,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.0,3.1
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.6,4.5
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,67,88.6,151.2
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,58,76.7,130.8
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",22,29.1,49.6
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,166,219.6,374.5
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,82,108.5,185.0
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,155,205.0,349.7
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,4,5.3,9.0
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,6,7.9,13.5
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,4,5.3,9.0
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,2.6,4.5
2025,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,27,35.7,60.9
2025,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,14,18.5,31.6
2025,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,25,33.1,56.4
2025,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,11,14.6,24.8
2025,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,43,56.9,97.0
2025,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,23,30.4,51.9
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,12,15.9,27.1
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,18,23.8,40.6
2025,March,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,38,50.3,85.7
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B11 Cause damage by fire,14,18.5,31.6
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B19 Other fire related offences,16,21.2,36.1
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B21 Criminal damage,338,447.1,762.5
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B22 Graffiti,13,17.2,29.3
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B29 Other property damage offences,5,6.6,11.3
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,61,80.7,137.6
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,138,182.6,311.3
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,82,108.5,185.0
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,117,154.8,264.0
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,178,235.5,401.6
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B43 Steal from a retail store,177,234.1,399.3
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,29,38.4,65.4
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,42,55.6,94.8
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B49 Other theft,250,330.7,564.0
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,7,9.3,15.8
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,78,103.2,176.0
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B54 State false information,3,4.0,6.8
2025,March,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B59 Other deception offences,2,2.6,4.5
2025,March,Bass Coast,Bass Coast,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,12,15.9,27.1
2025,March,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,5,6.6,11.3
2025,March,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,4,5.3,9.0
2025,March,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C31 Drug use,4,5.3,9.0
2025,March,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C32 Drug possession,115,152.1,259.4
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,34,45.0,76.7
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,42,55.6,94.8
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,5.3,9.0
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,14,18.5,31.6
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,7,9.3,15.8
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,5.3,9.0
2025,March,Bass Coast,Bass Coast,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,45,59.5,101.5
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,50,66.1,112.8
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,3,4.0,6.8
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,5,6.6,11.3
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,713,943.2,"1,608.5"
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,112,148.2,252.7
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,17,22.5,38.4
2025,March,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,3,4.0,6.8
2025,March,Bass Coast,Bass Coast,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,1.3,2.3
2025,March,Bass Coast,Bass Coast,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.3,2.3
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.6,6.4
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,55,72.8,175.9
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,24,31.7,76.8
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",16,21.2,51.2
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,81,107.1,259.0
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,36,47.6,115.1
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,119,157.4,380.6
2025,March,Bass Coast,South Gippsland,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.3,3.2
